,NAME,LOCATION,COURSES,CONTACT NO.
1244,i Technologies,"Katra Ahluwalia, Amritsar - 143001","PCP Training, Programming languages training",
1245,Aedifico Tech Pvt. Ltd.,Also Servicing in Amritsar,"Perl Training, Programming languages training",+911141135499_
1246,Computer`S Galaxy," Lawrence Road, Circular Road","Perl Training, Programming languages training",+911140017443_
1247,Multisoft Systems Technology Consultancy Pvt. Ltd.,Also Servicing in Amritsar,"Perl Training, Programming languages training",+911141137462_
1248,NIIT Ltd.,Also Servicing in Amritsar,"Perl Training, Programming languages training",+912249436671_
1249,AIDM: Asian Institute Of Digital Marketing,Also Servicing in Amritsar,"Perl Training, Programming languages training",+911140147372_
1250,Kenpro Learning,Also Servicing in Amritsar,"Perl Training, Programming languages training",+918048067154_
1251,Mapping Skills Technology Pvt. Ltd,Also Servicing in Amritsar,"Perl Training, Programming languages training",+911140117621_
1252,Kapri Institute of English Speaking," Lawrence Road, Dayanand Nagar","Perl Training, Programming languages training",
1253,Dream Tech Labs,"A Block Market, Ranjit Avenue, Amritsar","Perl Training, Programming languages training",
1254,i Technologies,"Katra Ahluwalia, Amritsar - 143001","Perl Training, Programming languages training",
1255,ELON CONSULTING SERVICE (OPC) PRIVATE LIMITED,Also Servicing in Amritsar,"Python Training, Programming languages training",+911140169517_
1256,Computer`S Galaxy," Lawrence Road, Circular Road","Python Training, Programming languages training",+911140017443_
1257,NIIT Ltd.,Also Servicing in Amritsar,"Python Training, Programming languages training",+912249436671_
1258,Sinfy Infotech,"Golden Temple area, Guru Bazar","Python Training, Programming languages training",
1259,Technolearn Trainings,Also Servicing in Amritsar,"Python Training, Programming languages training",+919021102346_
1260,I Technologies,Also Servicing in Amritsar,"Python Training, Programming languages training",
1261,CACMS Centre for Advanced Computer & Management Studies," B Block Market, Ranjit Avenue","Python Training, Programming languages training",
1262,Pegasus Institute," kot Khalsa Road , Kabir Park Colony","Python Training, Programming languages training",
1263,Innovative Techno Institute,Also Servicing in Amritsar,"Python Training, Programming languages training",
1264,Innovative Techno Institute,Also Servicing in Amritsar,"Python Training, Programming languages training",
1265,NIIT Ltd.,Also Servicing in Amritsar,"Shell Scripting Training, Programming languages training",+912249436671_
1266,I Technologies,Also Servicing in Amritsar,"Shell Scripting Training, Programming languages training",
1267,Innovative Techno Institute,Also Servicing in Amritsar,"Shell Scripting Training, Programming languages training",
1268,NIIT Amritsar Kalyan Singh Road Centre," Kalyan Singh Road Inside Hathi Gate, Hathi Gate","Shell Scripting Training, Programming languages training",
1269,NIIT Amritsar Mall Road Centre,"38 The Mall , Mall Road","Shell Scripting Training, Programming languages training",
1270,Sinfy Infotech,"Golden Temple area, Guru Bazar","Shell Scripting Training, Programming languages training",
1271,grras training solutions llp,Also Servicing in Amritsar,"Shell Scripting Training, Programming languages training",
1272,SVR Technologies,Also Servicing in Amritsar,"Shell Scripting Training, Programming languages training",
1273,Human Capital Management Pvt. Ltd.," National Shopping Complex, Hide Market, Amritsar","Shell Scripting Training, Programming languages training",
1274,Computer`S Galaxy," Lawrence Road, Circular Road","VB Script Training, Programming languages training",+911140017443_
1275,NIIT Ltd.,Also Servicing in Amritsar,"VB Script Training, Programming languages training",+912249436671_
1276,21st Century Computers Educational Society,"Albert Road, Kennedy Avenue","VB Script Training, Programming languages training",
1277,Sinfy Infotech,"Golden Temple area, Guru Bazar","VB Script Training, Programming languages training",
1278,I Technologies,Also Servicing in Amritsar,"VB Script Training, Programming languages training",
1279,CACMS Centre for Advanced Computer & Management Studies," B Block Market, Ranjit Avenue, Amritsar","VB Script Training, Programming languages training",
1280,Pegasus Institute," kot Khalsa Road , Kabir Park Colony, Amritsar","VB Script Training, Programming languages training",
1281,Innovative Techno Institute,Also Servicing in Amritsar,"VB Script Training, Programming languages training",
1282,NIIT Amritsar Kalyan Singh Road Centre," Kalyan Singh Road Inside Hathi Gate, Hathi Gate","VB Script Training, Programming languages training",
1283,NIIT Amritsar Mall Road Centre,"38 The Mall , Mall Road","VB Script Training, Programming languages training",
1284,Aedifico Tech Pvt. Ltd.,Also Servicing in Amritsar,"Web Technologies Training, Web designing training",+911141135499_
1285,Veron Institute," Rani Ka Bagh, Rani Ka Bagh, Amritsar","Web Technologies Training, Java / J2EE Training",
1286,Computer`S Galaxy," Lawrence Road, Circular Road","Web Technologies Training, Web designing training",+911140017443_
1287,Multisoft Systems Technology Consultancy Pvt. Ltd.,Also Servicing in Amritsar,"Web Technologies Training, Web technologies & framework training",+911141137462_
