,NAME,LOCATION,COURSES,CONTACT NO.
158,Nimcat Technologies,"Pashupati Colony, Khandari","SSC Coaching, UPSC exam coaching",
159,LUCKY CLASSES,"H.NO. 463 SECTOR 12 D AVAS VIKAS COLONY SIKANDRA AGRA , Bodla","SSC Coaching, Teachers exam coaching",
160,Engineer's Circle Agra," Agra, Sikandra","SSC Coaching, SSC exam coaching",
161,Career Avenues," Bhagwan Cinema Crossing, Bypass Road","SSC Coaching, Defence / police exam coaching",
162,Unique Education,"Main Arjun Nagar Tiraha, Arjun Nagar","SSC Coaching, Teachers exam coaching",
163,Vision career coaching institute,"Sikandra Agra, Sikandra","SSC Coaching, Defence / police exam coaching",
164,Daan 100 Expert,"Ahmedabad Road, Kehari","TANCET Entrance Coaching, Common entrance exam coaching",
165,RS Classes,"Dayal Bagh, Agra - 282005",Class X Tuitions,
166,Vishal Bio classes," Trans Yamuna Colony Phase 2, Agra",Class X Tuitions,
167,BRIM—An Improvement Institute for IX-X,"1st Floor, Gandhi Nagar",Class X Tuitions,
168,UB Coaching,"Manoj Dhaba, New Agra Colony",Class X Tuitions,
169,Academic Dimension," Bodla Sikandra Road, Agra",Class X Tuitions,
170,Eclipse classes," Ghatia Azam khan, Sanjay Place",Class X Tuitions,
171,Sumeet Malhotra,"Shastripuram Main Road, Sikandra",Class X Tuitions,
172,Chandni Verma,"Thatheran Gali, Raja Mandi",Class X Tuitions,
173,Academic Dimension," Bodla Sikandra Road, Agra","College Tuitions for Accounts Finance Statistics, Finance & commerce tuitions",
174,G.S.T Accounts Training Sansthan,"Jaipur House Market, Shahganj","College Tuitions for Accounts Finance Statistics, Finance & commerce tuitions",
175,E-Pathshala Solutions,"Sanjay Place, Civil Lines","College Tuitions for Accounts Finance Statistics, Science tuitions",
176,Rudransh Tutorials,"H.no.212 , Chawli","College Tuitions for Accounts Finance Statistics, Finance & commerce tuitions",
177,Roopanji Coaching Classes,"Foundry Nagar, Agra - 282006","College Tuitions for Accounts Finance Statistics, Science tuitions",
178,Commerce Arena," Sanjay Place, Shoe Market, Agra","College Tuitions for Accounts Finance Statistics, Science tuitions",
179,E-Pathshala Solutions,"Sanjay Place, Civil Lines","Biochemistry Degree Tuitions, Science tuitions",
180,Mathurs Home Tutor Service," Dev Nagar, Khandar, Agra","Biochemistry Degree Tuitions, Science tuitions",
181,Commerce Arena," Sanjay Place, Shoe Market, Agra","Biochemistry Degree Tuitions, Science tuitions",
182,Dr Rekha physics classes," sikandra, Agra Mathura Bypass Road","Biochemistry Degree Tuitions, Science tuitions",
183,Tutor At Home,"Radhika Complex, Dayal Bagh",Commerce Tuitions for 11 & 12th Classes,+911140117036_
184,RS Classes,"Dayal Bagh, Agra - 282005",Commerce Tuitions for 11 & 12th Classes,
185,Maths/physics 11th 12th Jee-mains,"Belanganj, Agra - 282003",Commerce Tuitions for 11 & 12th Classes,
186,BRIM—An Improvement Institute for IX-X,"1st Floor, Gandhi Nagar",Commerce Tuitions for 11 & 12th Classes,
187,Academic Dimension," Bodla Sikandra Road, Agra",Commerce Tuitions for 11 & 12th Classes,
188,E-Pathshala Solutions,"Sanjay Place, Civil Lines",Commerce Tuitions for 11 & 12th Classes,
189,Rudransh Tutorials,"H.no.212 , Chawli",Commerce Tuitions for 11 & 12th Classes,
190,shiksha home tuition,"New Agra Colony, Agra - 282005",Commerce Tuitions for 11 & 12th Classes,
191,education box,"Kamla Nagar, Agra - 282004",Commerce Tuitions for 11 & 12th Classes,
192,Tutor At Home,"Radhika Complex, Dayal Bagh",Computer Science Tuitions for 11 & 12th Classes,+911140117036_
193,RS Classes,"Dayal Bagh, Agra - 282005",Computer Science Tuitions for 11 & 12th Classes,
194,Maths/physics 11th 12th Jee-mains,"Belanganj, Agra - 282003",Computer Science Tuitions for 11 & 12th Classes,
195,Vishal Bio classes," Trans Yamuna Colony Phase 2, Agra",Computer Science Tuitions for 11 & 12th Classes,
