,NAME,LOCATION,COURSES,CONTACT NO.
1815,Pragati Infotech,"Chatrapati Shivaji Raje Chowk, Shiroli","Del CAM Training, CAD & CAM training",
1816,SVR Technologies,"Kolhapur, Kolhapur - 264005","Del CAM Training, CAD & CAM training",
1817,Just Engineering Pvt. Ltd.,Also Servicing in Kolhapur,"ORCAD Training, CAD & CAM training",+917304077423_
1818,Learning Beyond,Also Servicing in Kolhapur,"ORCAD Training, Engineering design training",+912249463461_
1819,HTFE Solutions,Also Servicing in Kolhapur,"ORCAD Training, ANSYS training",+912249432831_
1820,CNC Webworld,Also Servicing in Kolhapur,"ORCAD Training, Adobe training",+912249429341_
1821,CAD Engineering Services,Also Servicing in Kolhapur,"ORCAD Training, CAD & CAM training",+917949071676_
1822,Knowtran Technologies,"Near Railway Gate, Shahupuri, Kolhapur","ORCAD Training, CAD & CAM training",
1823,Kolhapur Engineering Association's Training Center," Kolhapur, Shivaji Udyam Nagar","ORCAD Training, CAD & CAM training",
1824,Mech-Arch CAD Academy,"Rajarampuri, Kolhapur - ","ORCAD Training, CAD & CAM training",
1825,Relish Infosoft," Market Yard Main Road, Market Yard","ORCAD Training, Adobe training",
1826,Vivekanand Academy,"Rajyopadhye Bol, Mahadwar Road","ORCAD Training, Adobe training",
1827,Just Engineering Pvt. Ltd.,Also Servicing in Kolhapur,"PLC Designing Training, CAD & CAM training",+917304077423_
1828,Sofcon India Pvt. Ltd.,Also Servicing in Kolhapur,"PLC Designing Training, Engineering design training",
1829,CAD CAM Mantra,"14th Lane, Rajarampuri","PLC Designing Training, CAD & CAM training",
1830,Just Engineering,Also Servicing in Kolhapur,"PLC Designing Training, Engineering design training",+912249429101_
1831,HTFE Solutions,Also Servicing in Kolhapur,"PLC Designing Training, ANSYS training",+912249432831_
1832,Sofcon India Pvt. Ltd.,Also Servicing in Kolhapur,"PLC Designing Training, Engineering design training",
1833,HTFE Solutions,Also Servicing in Kolhapur,"PLC Designing Training, CAD & CAM training",
1834,Amvya Tech,Also Servicing in Kolhapur,"PLC Designing Training, Engineering design training",+918048030977_
1835,Spectrin Design And Consulting Engineers ( OPC )," Near Kuruhinshetty Bhav, Ichalkaranji","PLC Designing Training, CAD & CAM training",
1836,SVR Technologies,"Kolhapur, Kolhapur - 264005","PLC Designing Training, CAD & CAM training",
1837,Just Engineering Pvt. Ltd.,Also Servicing in Kolhapur,"SCADA Training, CAD & CAM training",+917304077423_
1838,Sofcon India Pvt. Ltd.,Also Servicing in Kolhapur,"SCADA Training, Engineering design training",
1839,Just Engineering,Also Servicing in Kolhapur,"SCADA Training, Engineering design training",+912249429101_
1840,Sofcon India Pvt. Ltd.,Also Servicing in Kolhapur,"SCADA Training, Engineering design training",
1841,Amvya Tech,Also Servicing in Kolhapur,"SCADA Training, Engineering design training",+918048030977_
1842,Spectrin Design And Consulting Engineers ( OPC )," Near Kuruhinshetty Bhav, Ichalkaranji","SCADA Training, CAD & CAM training",
1843,SVR Technologies,"Kolhapur, Kolhapur - 264005","SCADA Training, CAD & CAM training",
1844,Universal Consulting Services,Also Servicing in Kolhapur,ICSE Primary Schools,
1845,S N Khade Academy,"Ratnagiri Highway, Satave",Residential Schools,
1846,Aakar,Also Servicing in Kolhapur,Acting Schools,+912249427977_
1847,S N Khade Academy,"Ratnagiri Highway, Satave",Residential Schools,
1848,Bachpan Playschool," E-Ward, Kolhapur City","Playschools, Playschool & day care services",
1849,Dots 'N' Tots Preschool (Karande Mala),"Kadamwadi, Kolhapur - 416003","Playschools, Playschool & day care services",
1850,Kidzee," Ujlaiwadi, Karveer","Playschools, Playschool & day care services",
1851,Kidzee,"1st Lane, Rajarampuri","Playschools, Playschool & day care services",
1852,Podar International School,"Radha Nagari Road, Shivganga Colony","Playschools, Playschool & day care services",
1853,Bachpan Play School,"No. 1142 & A-2, Rajarampuri","Playschools, Playschool & day care services",
1854,The Tree House,"Bungalow No. 220, Ruikar Colony","Playschools, Playschool & day care services",
1855,Bachpan Playschool,"Kodoli, Panhala","Playschools, Playschool & day care services",
1856,The Tree House,"Kamaan, Tarabai Park","Playschools, Playschool & day care services",
1857,The Tree House,"Sane Guruji Vasahat, Radhanagari","Playschools, Playschool & day care services",
1858,Tatyasaheb Kore Institute of Engineering & Technology,"Warananagar, Panhala","B.E. Colleges, Engineering Colleges",
1859,Sanjay Ghodawat Institute of Technology Management & Research,"Sangli Highway, Atigre","B.E. Colleges, Engineering Colleges",
1860,No,"Lakshmipuri, Kolhapur - ","B.E. Colleges, Engineering Colleges",
1861,Arignar Anna Institute of Science & Technology," Valasaravakkam, Kolhapur, Kolhapur","B.E. Colleges, Engineering Colleges",
1862,DKTE Society's Textile & Engineering Institute," D.K.T.E. Socity, Ichalkaranji","B.E. Colleges, Engineering Colleges",
1863,DR JJ Magdum College of Engineering,"Shirol Wadi Road, Jaisingpur R.S.","B.E. Colleges, Engineering Colleges",
1864,Sou Sushila Danchand Ghodawat Cha Trusts Group of Institution,"Atigre , Hatkanangale","B.E. Colleges, Engineering Colleges",
1865,K.I.T.'s College of Engineering,"Gokul Shirgaon, Kolhapur - 416234","B.E. Colleges, Engineering Colleges",
1866,Sanjeevan Engineering & Technology Institute,"Somwarpeth, Panhala","B.E. Colleges, Engineering Colleges",
1867,Shri Warna Vibhag SM Tatya Saheb Kore Institute of Engineering & Technology,"Warananagar, Panhala","B.E. Colleges, Engineering Colleges",
1868,Excel Educational Services,Also Servicing in Kolhapur,"MBBS Colleges, Medical Colleges",
1869,IIRMA Education Consultancy Pvt.Ltd,Also Servicing in Kolhapur,"MBBS Colleges, Medical Colleges",
1870,Ajeenkya D Y Patil University,Also Servicing in Kolhapur,Hotel Management Degree Colleges,+912249428558_
1871,Incet,"Venus Corner, Shahupuri",Hotel Management Degree Colleges,
1872,ICE College of Management,Also Servicing in Kolhapur,Hotel Management Degree Colleges,+912249410955_
1873,Firefly E-Ventures Ltd.,Also Servicing in Kolhapur,Hotel Management Degree Colleges,
1874,I Nature Education Solution,Also Servicing in Kolhapur,MBA Colleges,+912249410939_
1875,Venkteshwara Open University,Also Servicing in Kolhapur,MBA Colleges,+911140017503_
1876,Institute Of Business Studies & Research,Also Servicing in Kolhapur,MBA Colleges,+912249410550_
1877,Sanjay Ghodawat Institute of Technology Management & Research,"Sangli Highway, Atigre",MBA Colleges,
1878,DKTE Society's Textile & Engineering Institute," D.K.T.E. Socity, Ichalkaranji",MBA Colleges,
1879,Bhima Institute of Management & Technology,"Vikaswadi, Kagal",MBA Colleges,
1880,Sant Dnyaneshwar Educational Trust," 1st Floor, Station Road",MBA Colleges,
1881,Shree Shahu Chattrapati Shikshan Sansthan,"Dasara Chowk, Lakshmipuri",MBA Colleges,
1882,Deshbhakta Ratnappa Kumbhar College of Commerce,"C Ward, Azad Chowk",MBA Colleges,
1883,Chh Shahu Central Institute of Business Education & Research,"Chh Shahu Central Institute Marg, University Marg",MBA Colleges,
1884,My College Khoj,Also Servicing in Kolhapur,Pharmacy Colleges,+912249430231_
1885,K.T.G. Group Of Institutions,Also Servicing in Kolhapur,Nursing Colleges,
1886,Kenpro Learning,Also Servicing in Kolhapur,Aviation Colleges,+918048067154_
1887,Venkteshwara Open University,Also Servicing in Kolhapur,"Distance Education, Management distance education",+911140017503_
1888,Suresh Gyan Vihar Univercity,Also Servicing in Kolhapur,"Distance Education, Management distance education",+911140167586_
1889,National Institute Of Technical & Management Studies,Also Servicing in Kolhapur,"Distance Education, Open school distance education",+912249433418_
1890,Mewar University,Also Servicing in Kolhapur,"Distance Education, Management distance education",+912249430140_
1891,ADVANCE INFOTECH,Also Servicing in Kolhapur,"Distance Education, Management distance education",+911140120700_
1892,Vidya Tilak College,Also Servicing in Kolhapur,"Distance Education, Open school distance education",+919021109046_
1893,IIBM Institute of Business Management,Also Servicing in Kolhapur,"Distance Education, Management distance education",+919883026435_
1894,Vikas P,Also Servicing in Kolhapur,"Distance Education, Open school distance education",+919021109430_
1895,M.I.T. School of Distance Education,"Panch Bungalow Chowk, Shahupuri","Distance Education, Management distance education",
1896,All India Council For Professional Excellence,Also Servicing in Kolhapur,"Distance Education, Management distance education",
1897,National Institute Of Technical & Management Studies,Also Servicing in Kolhapur,"B.Tech. Distance Education, Open school distance education",+912249433418_
1898,Mewar University,Also Servicing in Kolhapur,"B.Tech. Distance Education, Management distance education",+912249430140_
1899,Vidya Tilak College,Also Servicing in Kolhapur,"B.Tech. Distance Education, Open school distance education",+919021109046_
1900,All India Council For Professional Excellence,Also Servicing in Kolhapur,"B.Tech. Distance Education, Management distance education",
1901,KHV Educational Foundation,"Kolhapur City, Mahadwar Road","B.Tech. Distance Education, Management distance education",
1902,Padhai Likhai Educational Solutions Pvt. Ltd.,Also Servicing in Kolhapur,"B.Tech. Distance Education, Management distance education",+912249428555_
1903,The Gate Academy,Also Servicing in Kolhapur,"B.Tech. Distance Education, Open school distance education",+914449919914_
1904,DNA Education,Also Servicing in Kolhapur,"B.Tech. Distance Education, Engineering distance education",+911140166839_
1905,Shri Chhatrapati Group of Institutions,Also Servicing in Kolhapur,"B.Tech. Distance Education, Management distance education",
1906,Suresh Gyan Vihar University,Also Servicing in Kolhapur,"B.Tech. Distance Education, Management distance education",
1907,Venkteshwara Open University,Also Servicing in Kolhapur,"M.C.A. Distance Education, Management distance education",+911140017503_
1908,Suresh Gyan Vihar Univercity,Also Servicing in Kolhapur,"M.C.A. Distance Education, Management distance education",+911140167586_
1909,ADVANCE INFOTECH,Also Servicing in Kolhapur,"M.C.A. Distance Education, Management distance education",+911140120700_
1910,Vidya Tilak College,Also Servicing in Kolhapur,"M.C.A. Distance Education, Open school distance education",+919021109046_
1911,All India Council For Professional Excellence,Also Servicing in Kolhapur,"M.C.A. Distance Education, Management distance education",
1912,KHV Educational Foundation,"Kolhapur City, Mahadwar Road","M.C.A. Distance Education, Management distance education",
1913,Harsha Commucation,Also Servicing in Kolhapur,"M.C.A. Distance Education, Management distance education",+917569006836_
1914,Edu Circle Academy,Also Servicing in Kolhapur,"M.C.A. Distance Education, Open school distance education",
1915,IIMS-MIT Distance Education,Also Servicing in Kolhapur,"M.C.A. Distance Education, Management distance education",
1916,Padhai Likhai Educational Solutions Pvt. Ltd.,Also Servicing in Kolhapur,"M.C.A. Distance Education, Management distance education",+912249428555_
1917,Vidya Tilak College,Also Servicing in Kolhapur,"B Ed Distance Education, Open school distance education",+919021109046_
1918,Vikas P,Also Servicing in Kolhapur,"B Ed Distance Education, Open school distance education",+919021109430_
