,NAME,LOCATION,COURSES,CONTACT NO.
125,Skam Tuition Centre," Aibea A Colony Extension, Paravai, Madurai","KMAT Coaching, Management entrance exam coaching",
126,Point Academy NEET/IIT/JEE Coaching Center,Also Servicing in Madurai,"KMAT Coaching, Management entrance exam coaching",+914449855023_
127,Broadmind Consultant," Madurai City, Tallakulam, Madurai","Language Training Centres, Foreign language training",+919021116721_
128,Biznet Learning Solutions," 80 Feet Road, K.K. Nagar, Madurai","Language Training Centres, Indian language training",+914446293537_
129,Fundaskill Services (OPC) Pvt. Ltd.,Also Servicing in Madurai,"Language Training Centres, Foreign language training",+918048042700_
130,Einstro Academy,Also Servicing in Madurai,"Language Training Centres, Indian language training",+914449853346_
131,Spoken Enlish," Pallavi Nagar, Madurai West, Madurai","Language Training Centres, Spoken english training",+914449901936_
132,DHR Academy," Meenakshi Nagar, Villapuram, Madurai","Language Training Centres, Spoken english training",+914446293142_
133,Einstro Academy,Also Servicing in Madurai,"Language Training Centres, Foreign language training",+919021109257_
134,Alhamdulillah Centre,Also Servicing in Madurai,"Language Training Centres, Indian language training",+914449850108_
135,Complete Coaching Centre (Especially - Hindi Prachar Sabha),Also Servicing in Madurai,"Language Training Centres, Indian language training",+914449910129_
136,Chicademi (The Mandarin Institute),Also Servicing in Madurai,"Language Training Centres, Foreign language training",+911141109657_
137,IMS Learning Resources Pvt. Ltd.,Also Servicing in Madurai,"Law Entrance Coaching, Law entrance exam coaching",+919066021467_
138,Practical Technologies," Pechiamman Padithurai Road, Simmakkal, Madurai","Law Entrance Coaching, Law entrance exam coaching",+919021116580_
139,The Gate Academy,Also Servicing in Madurai,"Law Entrance Coaching, Law entrance exam coaching",+914449919914_
140,IMS LALKOTHI,Also Servicing in Madurai,"Law Entrance Coaching, Law entrance exam coaching",+918657608031_
141,Inspire Learning Kerala," H.A.K. Road, Chinna Chokkikulam, Madurai","Law Entrance Coaching, Law entrance exam coaching",
142,Lexhawk Consulting,Also Servicing in Madurai,"Law Entrance Coaching, Law entrance exam coaching",
143,The Prayas India,Also Servicing in Madurai,"Law Entrance Coaching, Law entrance exam coaching",+912249433642_
144,KESIT Inspire Learning Kerala," HAK Road, Chinna Chokkikulam","Law Entrance Coaching, Law entrance exam coaching",
145,Career Launcher,Also Servicing in Madurai,"Law Entrance Coaching, Law entrance exam coaching",+911140116431_
146,Padmarajam Collage Of Management," Kalpalam Road, Goripalayam, Madurai","Law Entrance Coaching, Law entrance exam coaching",+914446293841_
147,Starets Academy," Vakkil New Street, Simmakkal","NATA Coaching, ENGG / ARCH entrance exam coaching",+914449904561_
148,I-Arch NATA Coaching Centre," 80 Feet Road, Anna Nagar","NATA Coaching, ENGG / ARCH entrance exam coaching",+914449910159_
149,Ed-Trix,Also Servicing in Madurai,"NATA Coaching, ENGG / ARCH entrance exam coaching",+914449908949_
150,My Design Studio,Also Servicing in Madurai,"NATA Coaching, ENGG / ARCH entrance exam coaching",+911140140990_
151,Neram NATA Coaching Center In Trichy,Also Servicing in Madurai,"NATA Coaching, ENGG / ARCH entrance exam coaching",+919021116549_
152,Nata Winarch,Also Servicing in Madurai,"NATA Coaching, ENGG / ARCH entrance exam coaching",+914446292239_
153,Nata Coaching Centre," P.T Rajan Main Road, Narimedu","NATA Coaching, ENGG / ARCH entrance exam coaching",+914446294384_
154,DHR Academy," Meenakshi Nagar, Villapuram","NATA Coaching, ENGG / ARCH entrance exam coaching",+914446293142_
155,Colorcubes Studio,Also Servicing in Madurai,"NATA Coaching, ENGG / ARCH entrance exam coaching",+914449855774_
156,Aim 4 Amazing Institute of Management,"No. 393, Sathamangalam","NATA Coaching, Management entrance exam coaching",
157,Catalyst Education," Anna Nagar, Sathamangalam, Madurai","National Talent Search Exam (NTSE) Coaching, UPSC exam coaching",
158,Indeeya Tuition Centre,"Aparna enclave, Ponmeni, Madurai","National Talent Search Exam (NTSE) Coaching, Online mock test series exam coaching",
159,Thirumala Tuitions & Coaching Centre," 3rd Floor, Kamarajar Salai, Madurai","National Talent Search Exam (NTSE) Coaching, Teachers exam coaching",
160,Merit Learning Solutions Pvt. Ltd.," By-Pass Road, Bypass Road, Madurai","National Talent Search Exam (NTSE) Coaching, School competitive exam coaching",
161,My Toppers," SS Colony, Ponmeni, Madurai","National Talent Search Exam (NTSE) Coaching, School competitive exam coaching",
162,The Gate Academy,Also Servicing in Madurai,"National Talent Search Exam (NTSE) Coaching, UGC NET coaching",+914449919914_
163,Routes Educational Institute,Also Servicing in Madurai,"National Talent Search Exam (NTSE) Coaching, UPSC exam coaching",
164,THE CONCEPTREE,Also Servicing in Madurai,"National Talent Search Exam (NTSE) Coaching, School competitive exam coaching",+914449850766_
165,Chennai Race Coaching Institute Pvt. Ltd,"Arapalayam Bus stand, Arapalayam, Madurai","RRB Entrance Exam Coaching, SSC exam coaching",+914449906671_
166,Dexter Academy," Bye Pass Road, Arapalayam, Madurai","RRB Entrance Exam Coaching, Defence / police exam coaching",+914449918058_
167,Kalvi Higher Education & Research Institute," China Chokkikulam , Chinna Chokkikulam, Madurai","RRB Entrance Exam Coaching, UPSC exam coaching",
168,Indian IAS Academy,"Collector Office Road, Madurai Bazaar, Madurai","RRB Entrance Exam Coaching, UPSC exam coaching",
169,Naveeth Kumar R,"Munichalai Road, Madurai - 625009","RRB Entrance Exam Coaching, SSC exam coaching",
170,Railway adda institute," Madurai-625020, Anna Nagar","RRB Entrance Exam Coaching, UGC NET coaching",
171,Railway jobs,", Madurai - ","RRB Entrance Exam Coaching, Railways exam coaching",
172,Competitive Exam's,"Karpaga Nagar, Industrial Estate","RRB Entrance Exam Coaching, Defence / police exam coaching",
173,Lotus Vidyalaya Coaching Centre,"Janaki Narayanan Street, S.S. Colony","RRB Entrance Exam Coaching, UPSC exam coaching",
174,Catalyst Education," Anna Nagar, Sathamangalam, Madurai","RRB Entrance Exam Coaching, UPSC exam coaching",
175,Kalvi Higher Education & Research Institute," China Chokkikulam , Chinna Chokkikulam","Chartered Accountant Coaching, Chartered accountant tuitions",
176,A K MADHU BALAN," S.Kodikulam, Kodikulam","Chartered Accountant Coaching, Chartered accountant tuitions",
177,Confident Coaching Centre," West Maasi Street, Madurai Main","Chartered Accountant Coaching, Chartered accountant tuitions",
178,Tayal Institute Pvt. Ltd.,Also Servicing in Madurai,"Chartered Accountant Coaching, Chartered accountant tuitions",
179,Catalyst Education," Anna Nagar, Sathamangalam","Chartered Accountant Coaching, Chartered accountant tuitions",
180,Transparent Academy Pvt. Ltd.,Also Servicing in Madurai,"Chartered Accountant Coaching, Chartered accountant tuitions",+914449851777_
181,Padmarajam Collage Of Management," Kalpalam Road, Goripalayam","Chartered Accountant Coaching, Chartered accountant tuitions",+914446293841_
182,Sri Eswar Academy,Also Servicing in Madurai,"Chartered Accountant Coaching, Chartered accountant tuitions",
183,Sun Training Centre,"Tanthadi 8th Street, Madurai Main","Chartered Accountant Coaching, Chartered accountant tuitions",
184,The Gate Academy,Also Servicing in Madurai,"Chartered Accountant Coaching, Chartered accountant tuitions",+914449919914_
185,Kalvi Higher Education & Research Institute," China Chokkikulam , Chinna Chokkikulam, Madurai","CACPT Coaching, Chartered accountant tuitions",
